id,palabra,categoria,subcategoria,popularidad,dificultad,epoca,alcance,internacional
343,Armageddon,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
344,Independence Day,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
345,Men in Black,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
346,Jumanji,Cine y TV,Película,Muy alta,Fácil,Siglo XX,Internacional,true
347,La máscara,Cine y TV,Película,Muy alta,Fácil,Siglo XX,Internacional,true
348,Ace Ventura,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
349,Dos tontos muy tontos,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
350,American Pie,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
351,Scary Movie,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
352,El diario de Bridget Jones,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
353,Notting Hill,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
354,Love Actually,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
355,Mamma Mia!,Cine y TV,Película,Muy alta,Fácil,Siglo XX,Internacional,true
356,El guardaespaldas,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
357,Moulin Rouge!,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
358,Chicago,Cine y TV,Película,Media,Difícil,Siglo XX,Internacional,true
359,Karate Kid,Cine y TV,Película,Muy alta,Fácil,Siglo XX,Internacional,true
360,Million Dollar Baby,Cine y TV,Película,Media,Difícil,Siglo XX,Internacional,true
361,Space Jam,Cine y TV,Película,Muy alta,Fácil,Siglo XX,Internacional,true
362,Rambo,Cine y TV,Película,Muy alta,Fácil,Siglo XX,Internacional,true
364,James Bond,Cine y TV,Película,Muy alta,Fácil,Siglo XX,Internacional,true
366,Kingsman,Cine y TV,Película,Media,Difícil,Actual,Internacional,true
367,Mad Max,Cine y TV,Película,Media,Difícil,Siglo XX,Internacional,true
368,Dune,Cine y TV,Película,Muy alta,Fácil,Actual,Internacional,true
370,Blade Runner,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
371,Godzilla,Cine y TV,Película,Muy alta,Fácil,Siglo XX,Internacional,true
372,Phil Collins,Música,Cantante,Alta,Media,Siglo XX,Internacional,true
373,George Michael,Música,Cantante,Alta,Media,Siglo XX,Internacional,true
374,Prince,Música,Cantante,Alta,Media,Siglo XX,Internacional,true
375,Whitney Houston,Música,Cantante,Muy alta,Fácil,Siglo XX,Internacional,true
376,Céline Dion,Música,Cantante,Muy alta,Fácil,Actual,Internacional,true
377,Mariah Carey,Música,Cantante,Muy alta,Fácil,Actual,Internacional,true
378,Tina Turner,Música,Cantante,Alta,Media,Siglo XX,Internacional,true
379,Cher,Música,Cantante,Alta,Media,Siglo XX,Internacional,true
380,Aretha Franklin,Música,Cantante,Alta,Media,Siglo XX,Internacional,true
381,Bob Marley,Música,Cantante,Muy alta,Fácil,Siglo XX,Internacional,true
382,Bruce Springsteen,Música,Cantante,Alta,Media,Siglo XX,Internacional,true
383,Johnny Cash,Música,Cantante,Alta,Media,Siglo XX,Internacional,true
384,Frank Sinatra,Música,Cantante,Muy alta,Fácil,Siglo XX,Internacional,true
385,Amy Winehouse,Música,Cantante,Alta,Media,Siglo XX,Internacional,true
386,Avril Lavigne,Música,Cantante,Alta,Media,Siglo XX,Internacional,true
387,Christina Aguilera,Música,Cantante,Alta,Media,Siglo XX,Internacional,true
388,Justin Timberlake,Música,Cantante,Alta,Media,Actual,Internacional,true
389,Justin Bieber,Música,Cantante,Muy alta,Fácil,Actual,Internacional,true
390,Ed Sheeran,Música,Cantante,Muy alta,Fácil,Actual,Internacional,true
391,Bruno Mars,Música,Cantante,Muy alta,Fácil,Actual,Internacional,true
392,The Weeknd,Música,Cantante,Muy alta,Fácil,Actual,Internacional,true
393,Miley Cyrus,Música,Cantante,Muy alta,Fácil,Actual,Internacional,true
394,Billie Eilish,Música,Cantante,Muy alta,Fácil,Actual,Internacional,true
395,Cyndi Lauper,Música,Cantante,Media,Difícil,Siglo XX,Internacional,true
396,Bon Jovi,Música,Grupo,Muy alta,Fácil,Siglo XX,Internacional,true
397,Guns N' Roses,Música,Grupo,Alta,Media,Siglo XX,Internacional,true
398,Aerosmith,Música,Grupo,Alta,Media,Siglo XX,Internacional,true
399,Red Hot Chili Peppers,Música,Grupo,Alta,Media,Siglo XX,Internacional,true
400,Green Day,Música,Grupo,Alta,Media,Siglo XX,Internacional,true
401,Linkin Park,Música,Grupo,Alta,Media,Siglo XX,Internacional,true
402,The Police,Música,Grupo,Media,Difícil,Siglo XX,Internacional,true
403,Depeche Mode,Música,Grupo,Media,Difícil,Siglo XX,Internacional,true
404,Roxette,Música,Grupo,Media,Difícil,Siglo XX,Internacional,true
405,Eurythmics,Música,Grupo,Media,Difícil,Siglo XX,Internacional,true
406,Boney M.,Música,Grupo,Media,Difícil,Siglo XX,Internacional,true
407,Village People,Música,Grupo,Media,Difícil,Siglo XX,Internacional,true
408,Dire Straits,Música,Grupo,Media,Difícil,Siglo XX,Internacional,true
409,R.E.M.,Música,Grupo,Media,Difícil,Siglo XX,Internacional,true
410,The Cranberries,Música,Grupo,Alta,Media,Siglo XX,Internacional,true
411,Nino Bravo,Música,Cantante,Muy alta,Fácil,Siglo XX,Nacional,false
412,Camilo Sesto,Música,Cantante,Muy alta,Fácil,Siglo XX,Nacional,false
413,Rocío Jurado,Música,Cantante,Muy alta,Fácil,Siglo XX,Nacional,false
414,Lola Flores,Música,Cantante,Muy alta,Fácil,Siglo XX,Nacional,false
415,Isabel Pantoja,Música,Cantante,Muy alta,Fácil,Actual,Nacional,false
416,Raphael,Música,Cantante,Muy alta,Fácil,Siglo XX,Nacional,false
417,Joan Manuel Serrat,Música,Cantante,Alta,Media,Siglo XX,Nacional,false
418,Joaquín Sabina,Música,Cantante,Muy alta,Fácil,Actual,Nacional,false
419,Leiva,Música,Cantante,Muy alta,Fácil,Actual,Nacional,false
420,Melendi,Música,Cantante,Muy alta,Fácil,Actual,Nacional,false
421,Pablo Alborán,Música,Cantante,Muy alta,Fácil,Actual,Nacional,false
422,Amaia,Música,Cantante,Muy alta,Fácil,Actual,Nacional,false
423,Lola Índigo,Música,Cantante,Muy alta,Fácil,Actual,Nacional,false
424,Quevedo,Música,Cantante,Muy alta,Fácil,Actual,Nacional,false
425,Bad Gyal,Música,Reguetón,Muy alta,Fácil,Actual,Nacional,false
426,Zlatan Ibrahimović,Deportes,Futbolista,Alta,Media,Actual,Internacional,true
427,David Beckham,Deportes,Futbolista,Muy alta,Fácil,Siglo XX,Internacional,true
428,Wayne Rooney,Deportes,Futbolista,Alta,Media,Siglo XX,Internacional,true
429,Luis Figo,Deportes,Futbolista,Alta,Media,Siglo XX,Internacional,true
430,Roberto Carlos,Deportes,Futbolista,Alta,Media,Siglo XX,Internacional,true
431,Raúl González,Deportes,Futbolista,Muy alta,Fácil,Siglo XX,Internacional,true
432,Carles Puyol,Deportes,Futbolista,Muy alta,Fácil,Siglo XX,Internacional,true
433,Gerard Piqué,Deportes,Futbolista,Muy alta,Fácil,Siglo XX,Internacional,true
434,Sergio Busquets,Deportes,Futbolista,Alta,Media,Siglo XX,Internacional,true
435,David Villa,Deportes,Futbolista,Muy alta,Fácil,Siglo XX,Internacional,true
436,Luis Suárez,Deportes,Futbolista,Muy alta,Fácil,Actual,Internacional,true
437,Karim Benzema,Deportes,Futbolista,Muy alta,Fácil,Actual,Internacional,true
438,Erling Haaland,Deportes,Futbolista,Muy alta,Fácil,Actual,Internacional,true
439,Vinícius Júnior,Deportes,Futbolista,Muy alta,Fácil,Actual,Internacional,true
440,Luka Modrić,Deportes,Futbolista,Muy alta,Fácil,Actual,Internacional,true
441,Alberto Contador,Deportes,Ciclismo,Muy alta,Fácil,Siglo XX,Internacional,true
442,Miguel Induráin,Deportes,Ciclismo,Muy alta,Fácil,Siglo XX,Internacional,true
443,Carlos Sainz,Deportes,Automovilismo,Muy alta,Fácil,Actual,Internacional,true
444,Jorge Lorenzo,Deportes,Motociclismo,Muy alta,Fácil,Siglo XX,Internacional,true
445,Simone Biles,Deportes,Gimnasia,Muy alta,Fácil,Actual,Internacional,true
446,Nadia Comăneci,Deportes,Gimnasia,Media,Difícil,Siglo XX,Internacional,true
447,Muhammad Ali,Deportes,Boxeo,Muy alta,Fácil,Siglo XX,Internacional,true
448,Mike Tyson,Deportes,Boxeo,Muy alta,Fácil,Siglo XX,Internacional,true
449,Tour de Francia,Deportes,Ciclismo,Muy alta,Fácil,Siglo XX,Internacional,true
451,Joan Miró,Arte,Pintor,Alta,Media,Siglo XX,Internacional,true
452,Diego Velázquez,Arte,Pintor,Alta,Media,Siglo XX,Internacional,true
453,Francisco de Goya,Arte,Pintor,Alta,Media,Siglo XX,Internacional,true
454,Andy Warhol,Arte,Pintor,Alta,Media,Siglo XX,Internacional,true
455,Banksy,Arte,Pintor,Alta,Media,Actual,Internacional,true
456,Miguel Ángel,Arte,Escultor,Muy alta,Fácil,Histórica,Internacional,true
457,Venus de Milo,Arte,Escultura,Alta,Media,Siglo XX,Internacional,true
458,Capilla Sixtina,Arte,Cuadro,Alta,Media,Siglo XX,Internacional,true
459,Alejandro Magno,Historia,Personaje histórico,Muy alta,Fácil,Histórica,Internacional,true
460,Mahatma Gandhi,Historia,Personaje histórico,Muy alta,Fácil,Siglo XX,Internacional,true
461,Martin Luther King,Historia,Activista,Muy alta,Fácil,Siglo XX,Internacional,true
462,Abraham Lincoln,Historia,Presidente,Muy alta,Fácil,Siglo XX,Internacional,true
463,George Washington,Historia,Presidente,Alta,Media,Siglo XX,Internacional,true
465,Federico García Lorca,Literatura,Escritor,Alta,Media,Siglo XX,Internacional,true
466,Oscar Wilde,Literatura,Escritor,Alta,Media,Siglo XX,Internacional,true
467,Charles Dickens,Literatura,Escritor,Alta,Media,Siglo XX,Internacional,true
468,Julio Verne,Literatura,Escritor,Alta,Media,Siglo XX,Internacional,true
469,Dan Brown,Literatura,Escritor,Alta,Media,Actual,Internacional,true
470,Stephen King,Literatura,Escritor,Alta,Media,Actual,Internacional,true
471,Big Ben,Lugares,Monumento,Muy alta,Fácil,Histórica,Internacional,true
472,Coliseo de Roma,Lugares,Monumento,Muy alta,Fácil,Histórica,Internacional,true
473,Pirámides de Giza,Lugares,Monumento,Muy alta,Fácil,Histórica,Internacional,true
474,Machu Picchu,Lugares,Monumento,Muy alta,Fácil,Histórica,Internacional,true
475,Cristo Redentor,Lugares,Monumento,Muy alta,Fácil,Histórica,Internacional,true
476,Canal de Panamá,Lugares,Infraestructura,Media,Difícil,Siglo XX,Internacional,true
477,Monte Everest,Lugares,Naturaleza,Muy alta,Fácil,Actual,Internacional,true
478,Desierto del Sáhara,Lugares,Naturaleza,Muy alta,Fácil,Actual,Internacional,true
480,Islas Canarias,Lugares,Destino,Muy alta,Fácil,Actual,Internacional,true
481,Pokémon Go,Ocio,Videojuego,Muy alta,Fácil,Siglo XX,Internacional,true
482,Wii,Ocio,Consola,Muy alta,Fácil,Siglo XX,Internacional,true
483,Xbox,Ocio,Consola,Muy alta,Fácil,Actual,Internacional,true
484,Nintendo,Ocio,Videojuego,Muy alta,Fácil,Actual,Internacional,true
486,Ferrari,Marcas,Automoción,Muy alta,Fácil,Actual,Internacional,true
487,Mercedes-Benz,Marcas,Automoción,Muy alta,Fácil,Actual,Internacional,true
488,Volkswagen,Marcas,Automoción,Muy alta,Fácil,Actual,Internacional,true
489,Toyota,Marcas,Automoción,Muy alta,Fácil,Actual,Internacional,true
490,SEAT,Marcas,Automoción,Muy alta,Fácil,Actual,Internacional,false
491,Renault,Marcas,Automoción,Muy alta,Fácil,Actual,Internacional,true
492,Burger King,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true
493,Starbucks,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true
494,Pringles,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true
495,Nutella,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true
496,Kinder,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true
497,Nesquik,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true
498,Colacao,Marcas,Alimentación,Muy alta,Fácil,Actual,Nacional,false
499,Chupa Chups,Marcas,Alimentación,Muy alta,Fácil,Siglo XX,Internacional,true
500,Donuts,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true
501,Zeus,Cultura,Mitología griega,Muy alta,Fácil,Histórica,Internacional,true
502,Afrodita,Cultura,Mitología griega,Muy alta,Fácil,Histórica,Internacional,true
503,Hércules,Cultura,Mitología griega,Muy alta,Fácil,Histórica,Internacional,true
504,Medusa,Cultura,Mitología griega,Muy alta,Fácil,Histórica,Internacional,true
505,Poseidón,Cultura,Mitología griega,Muy alta,Fácil,Histórica,Internacional,true
506,Hades,Cultura,Mitología griega,Alta,Media,Siglo XX,Internacional,true
507,Cupido,Cultura,Mitología romana,Muy alta,Fácil,Histórica,Internacional,true
508,El planeta de los simios,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
509,2001: Una odisea del espacio,Cine y TV,Película,Media,Difícil,Siglo XX,Internacional,true
510,Encuentros en la tercera fase,Cine y TV,Película,Media,Difícil,Siglo XX,Internacional,true
515,Guardianes de la galaxia,Cine y TV,Película,Muy alta,Fácil,Actual,Internacional,true
516,Black Panther,Cine y TV,Película,Muy alta,Fácil,Actual,Internacional,true
517,Doctor Strange,Cine y TV,Película,Muy alta,Fácil,Actual,Internacional,true
518,Capitana Marvel,Cine y TV,Película,Muy alta,Fácil,Actual,Internacional,true
519,Deadpool,Cine y TV,Película,Muy alta,Fácil,Actual,Internacional,true
520,Logan,Cine y TV,Película,Media,Difícil,Actual,Internacional,true
521,X-Men,Cine y TV,Película,Muy alta,Fácil,Siglo XX,Internacional,true
522,Los cuatro fantásticos,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
523,Aquaman,Cine y TV,Película,Muy alta,Fácil,Actual,Internacional,true
524,Escuadrón Suicida,Cine y TV,Película,Muy alta,Fácil,Actual,Internacional,true
525,West Side Story,Cine y TV,Película,Media,Difícil,Siglo XX,Internacional,true
526,El mago de Oz,Cine y TV,Película,Muy alta,Fácil,Siglo XX,Internacional,true
527,Sonrisas y lágrimas,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
528,Cantando bajo la lluvia,Cine y TV,Película,Media,Difícil,Siglo XX,Internacional,true
529,La La Land,Cine y TV,Película,Alta,Media,Actual,Internacional,true
530,El gran showman,Cine y TV,Película,Alta,Media,Actual,Internacional,true
531,Bohemian Rhapsody,Cine y TV,Película,Muy alta,Fácil,Actual,Internacional,true
532,Mujeres al borde de un ataque de nervios,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
533,¿Qué he hecho yo para merecer esto?,Cine y TV,Película,Media,Difícil,Siglo XX,Nacional,false
534,Todo sobre mi madre,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
535,Hable con ella,Cine y TV,Película,Media,Difícil,Actual,Internacional,true
536,Tesis,Cine y TV,Película,Alta,Media,Siglo XX,Nacional,false
537,Abre los ojos,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
538,Las brujas de Zugarramurdi,Cine y TV,Película,Alta,Media,Actual,Nacional,false
539,Spanish Movie,Cine y TV,Película,Media,Difícil,Siglo XX,Nacional,false
540,Primos,Cine y TV,Película,Media,Difícil,Actual,Nacional,false
541,La comunidad,Cine y TV,Película,Alta,Media,Siglo XX,Nacional,false
542,El día de la bestia,Cine y TV,Película,Alta,Media,Siglo XX,Nacional,false
543,Los santos inocentes,Cine y TV,Película,Media,Difícil,Siglo XX,Nacional,false
544,La lengua de las mariposas,Cine y TV,Película,Media,Difícil,Siglo XX,Nacional,false
546,Los Soprano,Cine y TV,Serie,Alta,Media,Siglo XX,Internacional,true
547,Better Call Saul,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
548,Sherlock,Cine y TV,Serie,Alta,Media,Siglo XX,Internacional,true
549,Downton Abbey,Cine y TV,Serie,Alta,Media,Siglo XX,Internacional,true
550,Chernobyl,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
551,El juego del calamar,Cine y TV,Serie,Muy alta,Fácil,Actual,Internacional,true
553,Cobra Kai,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
555,Loki,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
556,WandaVision,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
557,Daredevil,Cine y TV,Serie,Alta,Media,Siglo XX,Internacional,true
558,Cómo conocí a vuestra madre,Cine y TV,Serie,Muy alta,Fácil,Siglo XX,Internacional,true
559,Dos hombres y medio,Cine y TV,Serie,Alta,Media,Siglo XX,Internacional,true
560,Brooklyn Nine-Nine,Cine y TV,Serie,Alta,Media,Actual,Internacional,true
561,Ana y los 7,Cine y TV,Serie,Alta,Media,Siglo XX,Nacional,false
562,Amar en tiempos revueltos,Cine y TV,Serie,Alta,Media,Actual,Nacional,false
563,El secreto de Puente Viejo,Cine y TV,Serie,Alta,Media,Actual,Nacional,false
564,Velvet,Cine y TV,Serie,Muy alta,Fácil,Actual,Nacional,false
565,La catedral del mar,Cine y TV,Serie,Alta,Media,Actual,Nacional,false
566,El tiempo entre costuras,Cine y TV,Serie,Alta,Media,Actual,Nacional,false
567,Estoy vivo,Cine y TV,Serie,Alta,Media,Actual,Nacional,false
568,El pueblo,Cine y TV,Serie,Alta,Media,Actual,Nacional,false
570,Minnie Mouse,Cine y TV,Personaje,Muy alta,Fácil,Siglo XX,Internacional,true
571,Pluto,Cine y TV,Personaje,Muy alta,Fácil,Siglo XX,Internacional,true
573,Betty Boop,Cine y TV,Personaje,Media,Difícil,Siglo XX,Internacional,true
574,La Pantera Rosa,Cine y TV,Personaje,Muy alta,Fácil,Siglo XX,Internacional,true
575,Wally,Cine y TV,Personaje,Muy alta,Fácil,Siglo XX,Internacional,true
576,Vilma Picapiedra,Cine y TV,Personaje,Muy alta,Fácil,Siglo XX,Internacional,true
577,Pedro Picapiedra,Cine y TV,Personaje,Muy alta,Fácil,Siglo XX,Internacional,true
578,Tiburón,Cine y TV,Película,Muy alta,Fácil,Siglo XX,Internacional,true
580,Wall-E,Cine y TV,Película,Muy alta,Fácil,Siglo XX,Internacional,true
581,Enredados,Cine y TV,Película,Muy alta,Fácil,Actual,Internacional,true
582,El libro de la selva,Cine y TV,Película,Muy alta,Fácil,Siglo XX,Internacional,true
583,Alicia en el País de las Maravillas,Cine y TV,Película,Muy alta,Fácil,Siglo XX,Internacional,true
584,Blancanieves y los siete enanitos,Cine y TV,Película,Muy alta,Fácil,Siglo XX,Internacional,true
585,Tarzán,Cine y TV,Película,Muy alta,Fácil,Siglo XX,Internacional,true
586,Pesadilla antes de Navidad,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
587,Eduardo Manostijeras,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
588,Charlie y la fábrica de chocolate,Cine y TV,Película,Muy alta,Fácil,Siglo XX,Internacional,true
589,El Hobbit,Cine y TV,Película,Muy alta,Fácil,Siglo XX,Internacional,true
590,Las crónicas de Narnia,Cine y TV,Película,Muy alta,Fácil,Siglo XX,Internacional,true
591,King Kong,Cine y TV,Película,Muy alta,Fácil,Siglo XX,Internacional,true
592,Los cazafantasmas,Cine y TV,Película,Muy alta,Fácil,Siglo XX,Internacional,true
593,La jungla de cristal,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
594,Origen,Cine y TV,Película,Alta,Media,Actual,Internacional,true
595,El quinto elemento,Cine y TV,Película,Media,Difícil,Siglo XX,Internacional,true
597,Robocop,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
598,Gremlins,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
599,Beetlejuice,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
600,La princesa prometida,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
601,Cuando Harry encontró a Sally,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
602,El diario de Noa,Cine y TV,Película,Alta,Media,Siglo XX,Internacional,true
603,Tres metros sobre el cielo,Cine y TV,Película,Alta,Media,Actual,Nacional,false
604,Ocho apellidos vascos,Cine y TV,Película,Muy alta,Fácil,Actual,Nacional,false
605,Ocho apellidos catalanes,Cine y TV,Película,Alta,Media,Actual,Nacional,false
606,"Bienvenido, Mister Marshall",Cine y TV,Película,Alta,Media,Siglo XX,Nacional,false
607,La escopeta nacional,Cine y TV,Película,Media,Difícil,Siglo XX,Nacional,false
608,"Amanece, que no es poco",Cine y TV,Película,Media,Difícil,Siglo XX,Nacional,false
609,Airbag,Cine y TV,Película,Alta,Media,Siglo XX,Nacional,false
610,Torrente,Cine y TV,Película,Muy alta,Fácil,Actual,Nacional,false
611,El orfanato,Cine y TV,Película,Alta,Media,Actual,Internacional,true
612,REC,Cine y TV,Película,Alta,Media,Actual,Internacional,true
613,Mar adentro,Cine y TV,Película,Alta,Media,Actual,Internacional,true
614,Volver,Cine y TV,Película,Alta,Media,Actual,Internacional,true
615,La sociedad de la nieve,Cine y TV,Película,Alta,Media,Actual,Internacional,true
616,Campeones,Cine y TV,Película,Muy alta,Fácil,Actual,Nacional,false
617,El laberinto del fauno,Cine y TV,Película,Alta,Media,Actual,Internacional,true
618,Los otros,Cine y TV,Película,Alta,Media,Actual,Internacional,true
619,Celda 211,Cine y TV,Película,Media,Difícil,Actual,Nacional,false
620,Contratiempo,Cine y TV,Película,Alta,Media,Actual,Internacional,true
