id,palabra,categoria,subcategoria,popularidad,dificultad,epoca,alcance,infantil,internacional
342,Pearl Harbor,Películas,Drama,Alta,Media,Histórica,Internacional,false,true
343,Armageddon,Películas,Ciencia ficción,Alta,Media,Histórica,Internacional,false,true
344,Independence Day,Películas,Ciencia ficción,Alta,Media,Histórica,Internacional,false,true
345,Men in Black,Películas,Ciencia ficción,Alta,Media,Histórica,Internacional,false,true
346,Jumanji,Películas,Aventuras,Muy alta,Fácil,Histórica,Internacional,false,true
347,La máscara,Películas,Comedia,Muy alta,Fácil,Histórica,Internacional,false,true
348,Ace Ventura,Películas,Comedia,Alta,Media,Histórica,Internacional,false,true
349,Dos tontos muy tontos,Películas,Comedia,Alta,Media,Histórica,Internacional,false,true
350,American Pie,Películas,Comedia,Alta,Media,Histórica,Internacional,false,true
351,Scary Movie,Películas,Comedia,Alta,Media,Histórica,Internacional,false,true
352,El diario de Bridget Jones,Películas,Romántica,Alta,Media,Histórica,Internacional,false,true
353,Notting Hill,Películas,Romántica,Alta,Media,Histórica,Internacional,false,true
354,Love Actually,Películas,Romántica,Alta,Media,Histórica,Internacional,false,true
355,Mamma Mia!,Películas,Musical,Muy alta,Fácil,Histórica,Internacional,false,true
356,El guardaespaldas,Películas,Romántica,Alta,Media,Histórica,Internacional,false,true
357,Moulin Rouge!,Películas,Musical,Alta,Media,Histórica,Internacional,false,true
358,Chicago,Películas,Musical,Media,Difícil,Histórica,Internacional,false,true
359,Karate Kid,Películas,Deportes,Muy alta,Fácil,Histórica,Internacional,false,true
360,Million Dollar Baby,Películas,Deportes,Media,Difícil,Histórica,Internacional,false,true
361,Space Jam,Películas,Deportes,Muy alta,Fácil,Histórica,Internacional,false,true
362,Rambo,Películas,Acción,Muy alta,Fácil,Histórica,Internacional,false,true
364,James Bond,Películas,Espionaje,Muy alta,Fácil,Histórica,Internacional,false,true
366,Kingsman,Películas,Espionaje,Media,Difícil,Actual,Internacional,false,true
367,Mad Max,Películas,Acción,Media,Difícil,Histórica,Internacional,false,true
368,Dune,Películas,Ciencia ficción,Muy alta,Fácil,Actual,Internacional,false,true
370,Blade Runner,Películas,Ciencia ficción,Alta,Media,Histórica,Internacional,false,true
371,Godzilla,Películas,Ciencia ficción,Muy alta,Fácil,Histórica,Internacional,false,true
372,Phil Collins,Música,Cantante,Alta,Media,Histórica,Internacional,false,true
373,George Michael,Música,Cantante,Alta,Media,Histórica,Internacional,false,true
374,Prince,Música,Cantante,Alta,Media,Histórica,Internacional,false,true
375,Whitney Houston,Música,Cantante,Muy alta,Fácil,Histórica,Internacional,false,true
376,Céline Dion,Música,Cantante,Muy alta,Fácil,Actual,Internacional,false,true
377,Mariah Carey,Música,Cantante,Muy alta,Fácil,Actual,Internacional,false,true
378,Tina Turner,Música,Cantante,Alta,Media,Histórica,Internacional,false,true
379,Cher,Música,Cantante,Alta,Media,Histórica,Internacional,false,true
380,Aretha Franklin,Música,Cantante,Alta,Media,Histórica,Internacional,false,true
381,Bob Marley,Música,Cantante,Muy alta,Fácil,Histórica,Internacional,false,true
382,Bruce Springsteen,Música,Cantante,Alta,Media,Histórica,Internacional,false,true
383,Johnny Cash,Música,Cantante,Alta,Media,Histórica,Internacional,false,true
384,Frank Sinatra,Música,Cantante,Muy alta,Fácil,Histórica,Internacional,false,true
385,Amy Winehouse,Música,Cantante,Alta,Media,Histórica,Internacional,false,true
386,Avril Lavigne,Música,Cantante,Alta,Media,Histórica,Internacional,false,true
387,Christina Aguilera,Música,Cantante,Alta,Media,Histórica,Internacional,false,true
388,Justin Timberlake,Música,Cantante,Alta,Media,Actual,Internacional,false,true
389,Justin Bieber,Música,Cantante,Muy alta,Fácil,Actual,Internacional,true,true
390,Ed Sheeran,Música,Cantante,Muy alta,Fácil,Actual,Internacional,true,true
391,Bruno Mars,Música,Cantante,Muy alta,Fácil,Actual,Internacional,true,true
392,The Weeknd,Música,Cantante,Muy alta,Fácil,Actual,Internacional,false,true
393,Miley Cyrus,Música,Cantante,Muy alta,Fácil,Actual,Internacional,false,true
394,Billie Eilish,Música,Cantante,Muy alta,Fácil,Actual,Internacional,true,true
395,Cyndi Lauper,Música,Cantante,Media,Difícil,Histórica,Internacional,false,true
396,Bon Jovi,Música,Grupo,Muy alta,Fácil,Histórica,Internacional,false,true
397,Guns N' Roses,Música,Grupo,Alta,Media,Histórica,Internacional,false,true
398,Aerosmith,Música,Grupo,Alta,Media,Histórica,Internacional,false,true
399,Red Hot Chili Peppers,Música,Grupo,Alta,Media,Histórica,Internacional,false,true
400,Green Day,Música,Grupo,Alta,Media,Histórica,Internacional,false,true
401,Linkin Park,Música,Grupo,Alta,Media,Histórica,Internacional,false,true
402,The Police,Música,Grupo,Media,Difícil,Histórica,Internacional,false,true
403,Depeche Mode,Música,Grupo,Media,Difícil,Histórica,Internacional,false,true
404,Roxette,Música,Grupo,Media,Difícil,Histórica,Internacional,false,true
405,Eurythmics,Música,Grupo,Media,Difícil,Histórica,Internacional,false,true
406,Boney M.,Música,Grupo,Media,Difícil,Histórica,Internacional,false,true
407,Village People,Música,Grupo,Media,Difícil,Histórica,Internacional,false,true
408,Dire Straits,Música,Grupo,Media,Difícil,Histórica,Internacional,false,true
409,R.E.M.,Música,Grupo,Media,Difícil,Histórica,Internacional,false,true
410,The Cranberries,Música,Grupo,Alta,Media,Histórica,Internacional,false,true
411,Nino Bravo,Música,Cantante,Muy alta,Fácil,Histórica,Nacional,false,false
412,Camilo Sesto,Música,Cantante,Muy alta,Fácil,Histórica,Nacional,false,false
413,Rocío Jurado,Música,Cantante,Muy alta,Fácil,Histórica,Nacional,false,false
414,Lola Flores,Música,Cantante,Muy alta,Fácil,Histórica,Nacional,false,false
415,Isabel Pantoja,Música,Cantante,Muy alta,Fácil,Actual,Nacional,false,false
416,Raphael,Música,Cantante,Muy alta,Fácil,Histórica,Nacional,false,false
417,Joan Manuel Serrat,Música,Cantante,Alta,Media,Histórica,Nacional,false,false
418,Joaquín Sabina,Música,Cantante,Muy alta,Fácil,Actual,Nacional,false,false
419,Leiva,Música,Cantante,Muy alta,Fácil,Actual,Nacional,false,false
420,Melendi,Música,Cantante,Muy alta,Fácil,Actual,Nacional,false,false
421,Pablo Alborán,Música,Cantante,Muy alta,Fácil,Actual,Nacional,false,false
422,Amaia,Música,Cantante,Muy alta,Fácil,Actual,Nacional,false,false
423,Lola Índigo,Música,Cantante,Muy alta,Fácil,Actual,Nacional,false,false
424,Quevedo,Música,Cantante,Muy alta,Fácil,Actual,Nacional,false,false
425,Bad Gyal,Música,Reguetón,Muy alta,Fácil,Actual,Nacional,false,false
426,Zlatan Ibrahimović,Deportes,Futbolista,Alta,Media,Actual,Internacional,false,true
427,David Beckham,Deportes,Futbolista,Muy alta,Fácil,Histórica,Internacional,false,true
428,Wayne Rooney,Deportes,Futbolista,Alta,Media,Histórica,Internacional,false,true
429,Luis Figo,Deportes,Futbolista,Alta,Media,Histórica,Internacional,false,true
430,Roberto Carlos,Deportes,Futbolista,Alta,Media,Histórica,Internacional,false,true
431,Raúl González,Deportes,Futbolista,Muy alta,Fácil,Histórica,Internacional,false,true
432,Carles Puyol,Deportes,Futbolista,Muy alta,Fácil,Histórica,Internacional,false,true
433,Gerard Piqué,Deportes,Futbolista,Muy alta,Fácil,Histórica,Internacional,false,true
434,Sergio Busquets,Deportes,Futbolista,Alta,Media,Histórica,Internacional,false,true
435,David Villa,Deportes,Futbolista,Muy alta,Fácil,Histórica,Internacional,false,true
436,Luis Suárez,Deportes,Futbolista,Muy alta,Fácil,Actual,Internacional,false,true
437,Karim Benzema,Deportes,Futbolista,Muy alta,Fácil,Actual,Internacional,false,true
438,Erling Haaland,Deportes,Futbolista,Muy alta,Fácil,Actual,Internacional,false,true
439,Vinícius Júnior,Deportes,Futbolista,Muy alta,Fácil,Actual,Internacional,false,true
440,Luka Modrić,Deportes,Futbolista,Muy alta,Fácil,Actual,Internacional,false,true
441,Alberto Contador,Deportes,Ciclismo,Muy alta,Fácil,Histórica,Internacional,false,true
442,Miguel Induráin,Deportes,Ciclismo,Muy alta,Fácil,Histórica,Internacional,false,true
443,Carlos Sainz,Deportes,Automovilismo,Muy alta,Fácil,Actual,Internacional,false,true
444,Jorge Lorenzo,Deportes,Motociclismo,Muy alta,Fácil,Histórica,Internacional,false,true
445,Simone Biles,Deportes,Gimnasia,Muy alta,Fácil,Actual,Internacional,false,true
446,Nadia Comăneci,Deportes,Gimnasia,Media,Difícil,Histórica,Internacional,false,true
447,Muhammad Ali,Deportes,Boxeo,Muy alta,Fácil,Histórica,Internacional,false,true
448,Mike Tyson,Deportes,Boxeo,Muy alta,Fácil,Histórica,Internacional,false,true
449,Tour de Francia,Deportes,Ciclismo,Muy alta,Fácil,Histórica,Internacional,false,true
451,Joan Miró,Arte,Pintor,Alta,Media,Histórica,Internacional,false,true
452,Diego Velázquez,Arte,Pintor,Alta,Media,Histórica,Internacional,false,true
453,Francisco de Goya,Arte,Pintor,Alta,Media,Histórica,Internacional,false,true
454,Andy Warhol,Arte,Artista,Alta,Media,Histórica,Internacional,false,true
455,Banksy,Arte,Artista,Alta,Media,Actual,Internacional,false,true
456,Miguel Ángel,Arte,Artista,Muy alta,Fácil,Histórica,Internacional,true,true
457,Venus de Milo,Arte,Escultura,Alta,Media,Histórica,Internacional,false,true
458,Capilla Sixtina,Arte,Arquitectura,Alta,Media,Histórica,Internacional,false,true
459,Alejandro Magno,Historia,Personaje histórico,Muy alta,Fácil,Histórica,Internacional,false,true
460,Mahatma Gandhi,Historia,Personaje histórico,Muy alta,Fácil,Histórica,Internacional,false,true
461,Martin Luther King,Historia,Activista,Muy alta,Fácil,Histórica,Internacional,false,true
462,Abraham Lincoln,Historia,Presidente,Muy alta,Fácil,Histórica,Internacional,false,true
463,George Washington,Historia,Presidente,Alta,Media,Histórica,Internacional,false,true
465,Federico García Lorca,Literatura,Escritor,Alta,Media,Histórica,Internacional,false,true
466,Oscar Wilde,Literatura,Escritor,Alta,Media,Histórica,Internacional,false,true
467,Charles Dickens,Literatura,Escritor,Alta,Media,Histórica,Internacional,false,true
468,Julio Verne,Literatura,Escritor,Alta,Media,Histórica,Internacional,true,true
469,Dan Brown,Literatura,Escritor,Alta,Media,Actual,Internacional,false,true
470,Stephen King,Literatura,Escritor,Alta,Media,Actual,Internacional,false,true
471,Big Ben,Lugares,Monumento,Muy alta,Fácil,Histórica,Internacional,true,true
472,Coliseo de Roma,Lugares,Monumento,Muy alta,Fácil,Histórica,Internacional,true,true
473,Pirámides de Giza,Lugares,Monumento,Muy alta,Fácil,Histórica,Internacional,true,true
474,Machu Picchu,Lugares,Monumento,Muy alta,Fácil,Histórica,Internacional,true,true
475,Cristo Redentor,Lugares,Monumento,Muy alta,Fácil,Histórica,Internacional,true,true
476,Canal de Panamá,Lugares,Infraestructura,Media,Difícil,Histórica,Internacional,false,true
477,Monte Everest,Lugares,Naturaleza,Muy alta,Fácil,Actual,Internacional,true,true
478,Desierto del Sáhara,Lugares,Naturaleza,Muy alta,Fácil,Actual,Internacional,true,true
480,Islas Canarias,Lugares,Destino,Muy alta,Fácil,Actual,Internacional,true,true
481,Pokémon Go,Videojuegos,Móvil,Muy alta,Fácil,Clásica,Internacional,true,true
482,Wii,Videojuegos,Consola,Muy alta,Fácil,Histórica,Internacional,false,true
483,Xbox,Videojuegos,Consola,Muy alta,Fácil,Actual,Internacional,false,true
484,Nintendo,Videojuegos,Empresa,Muy alta,Fácil,Actual,Internacional,true,true
485,Zelda,Videojuegos,Aventura,Muy alta,Fácil,Histórica,Internacional,false,true
486,Ferrari,Marcas,Automoción,Muy alta,Fácil,Actual,Internacional,true,true
487,Mercedes-Benz,Marcas,Automoción,Muy alta,Fácil,Actual,Internacional,true,true
488,Volkswagen,Marcas,Automoción,Muy alta,Fácil,Actual,Internacional,true,true
489,Toyota,Marcas,Automoción,Muy alta,Fácil,Actual,Internacional,false,true
490,SEAT,Marcas,Automoción,Muy alta,Fácil,Actual,Internacional,false,false
491,Renault,Marcas,Automoción,Muy alta,Fácil,Actual,Internacional,false,true
492,Burger King,Marcas,Restauración,Muy alta,Fácil,Actual,Internacional,true,true
493,Starbucks,Marcas,Restauración,Muy alta,Fácil,Actual,Internacional,false,true
494,Pringles,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,false,true
495,Nutella,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true,true
496,Kinder,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true,true
497,Nesquik,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true,true
498,Colacao,Marcas,Alimentación,Muy alta,Fácil,Actual,Nacional,true,false
499,Chupa Chups,Marcas,Alimentación,Muy alta,Fácil,Histórica,Internacional,true,true
500,Donuts,Marcas,Alimentación,Muy alta,Fácil,Actual,Internacional,true,true
501,Zeus,Mitología,Mitología griega,Muy alta,Fácil,Histórica,Internacional,true,true
502,Afrodita,Mitología,Mitología griega,Muy alta,Fácil,Histórica,Internacional,false,true
503,Hércules,Mitología,Mitología griega,Muy alta,Fácil,Histórica,Internacional,true,true
504,Medusa,Mitología,Mitología griega,Muy alta,Fácil,Histórica,Internacional,true,true
505,Poseidón,Mitología,Mitología griega,Muy alta,Fácil,Histórica,Internacional,true,true
506,Hades,Mitología,Mitología griega,Alta,Media,Histórica,Internacional,true,true
507,Cupido,Mitología,Mitología romana,Muy alta,Fácil,Histórica,Internacional,true,true
508,El planeta de los simios,Películas,Ciencia ficción,Alta,Media,Histórica,Internacional,false,true
509,2001: Una odisea del espacio,Películas,Ciencia ficción,Media,Difícil,Histórica,Internacional,false,true
510,Encuentros en la tercera fase,Películas,Ciencia ficción,Media,Difícil,Histórica,Internacional,false,true
515,Guardianes de la galaxia,Películas,Superhéroes,Muy alta,Fácil,Actual,Internacional,false,true
516,Black Panther,Películas,Superhéroes,Muy alta,Fácil,Actual,Internacional,false,true
517,Doctor Strange,Películas,Superhéroes,Muy alta,Fácil,Actual,Internacional,false,true
518,Capitana Marvel,Películas,Superhéroes,Muy alta,Fácil,Actual,Internacional,false,true
519,Deadpool,Películas,Superhéroes,Muy alta,Fácil,Actual,Internacional,false,true
520,Logan,Películas,Superhéroes,Media,Difícil,Actual,Internacional,false,true
521,X-Men,Películas,Superhéroes,Muy alta,Fácil,Histórica,Internacional,false,true
522,Los cuatro fantásticos,Películas,Superhéroes,Alta,Media,Histórica,Internacional,false,true
523,Aquaman,Películas,Superhéroes,Muy alta,Fácil,Actual,Internacional,false,true
524,Escuadrón Suicida,Películas,Superhéroes,Muy alta,Fácil,Actual,Internacional,false,true
525,West Side Story,Películas,Musical,Media,Difícil,Histórica,Internacional,false,true
526,El mago de Oz,Películas,Fantasía,Muy alta,Fácil,Histórica,Internacional,false,true
527,Sonrisas y lágrimas,Películas,Musical,Alta,Media,Histórica,Internacional,false,true
528,Cantando bajo la lluvia,Películas,Musical,Media,Difícil,Histórica,Internacional,false,true
529,La La Land,Películas,Musical,Alta,Media,Actual,Internacional,false,true
530,El gran showman,Películas,Musical,Alta,Media,Actual,Internacional,false,true
531,Bohemian Rhapsody,Películas,Musical,Muy alta,Fácil,Actual,Internacional,false,true
532,Mujeres al borde de un ataque de nervios,Películas,Comedia española,Alta,Media,Histórica,Internacional,false,true
533,¿Qué he hecho yo para merecer esto?,Películas,Comedia española,Media,Difícil,Histórica,Nacional,false,false
534,Todo sobre mi madre,Películas,Drama español,Alta,Media,Histórica,Internacional,false,true
535,Hable con ella,Películas,Drama español,Media,Difícil,Actual,Internacional,false,true
536,Tesis,Películas,Thriller español,Alta,Media,Histórica,Nacional,false,false
537,Abre los ojos,Películas,Ciencia ficción española,Alta,Media,Histórica,Internacional,false,true
538,Las brujas de Zugarramurdi,Películas,Comedia española,Alta,Media,Actual,Nacional,false,false
539,Spanish Movie,Películas,Comedia española,Media,Difícil,Histórica,Nacional,false,false
540,Primos,Películas,Comedia española,Media,Difícil,Actual,Nacional,false,false
541,La comunidad,Películas,Comedia española,Alta,Media,Histórica,Nacional,false,false
542,El día de la bestia,Películas,Comedia española,Alta,Media,Histórica,Nacional,false,false
543,Los santos inocentes,Películas,Drama español,Media,Difícil,Histórica,Nacional,false,false
544,La lengua de las mariposas,Películas,Drama español,Media,Difícil,Histórica,Nacional,false,false
546,Los Soprano,Series,Drama,Alta,Media,Histórica,Internacional,false,true
547,Better Call Saul,Series,Drama,Alta,Media,Actual,Internacional,false,true
548,Sherlock,Series,Misterio,Alta,Media,Histórica,Internacional,false,true
549,Downton Abbey,Series,Drama,Alta,Media,Histórica,Internacional,false,true
550,Chernobyl,Series,Drama histórico,Alta,Media,Actual,Internacional,false,true
551,El juego del calamar,Series,Thriller,Muy alta,Fácil,Actual,Internacional,false,true
553,Cobra Kai,Series,Artes marciales,Alta,Media,Actual,Internacional,false,true
555,Loki,Series,Superhéroes,Alta,Media,Actual,Internacional,false,true
556,WandaVision,Series,Superhéroes,Alta,Media,Actual,Internacional,false,true
557,Daredevil,Series,Superhéroes,Alta,Media,Histórica,Internacional,false,true
558,Cómo conocí a vuestra madre,Series,Comedia,Muy alta,Fácil,Histórica,Internacional,false,true
559,Dos hombres y medio,Series,Comedia,Alta,Media,Histórica,Internacional,false,true
560,Brooklyn Nine-Nine,Series,Comedia,Alta,Media,Actual,Internacional,false,true
561,Ana y los 7,Series,Comedia española,Alta,Media,Histórica,Nacional,false,false
