id,palabra,categoria,subcategoria,popularidad,dificultad,epoca,tipo,infantil
333,Con faldas y a lo loco,Películas,Comedia,Muy alta,Media,Histórica,Película,Sí
334,Psicosis,Películas,Terror,Muy alta,Media,Histórica,Película,Sí
335,El resplandor,Películas,Terror,Muy alta,Media,Histórica,Película,Sí
336,El exorcista,Películas,Terror,Muy alta,Media,Histórica,Película,Sí
337,Scream,Películas,Terror,Muy alta,Media,Histórica,Película,Sí
338,Saw,Películas,Terror,Muy alta,Media,Histórica,Película,Sí
339,Sexto sentido,Películas,Terror,Muy alta,Media,Histórica,Película,Sí
340,El silencio de los corderos,Películas,Thriller,Muy alta,Media,Histórica,Película,Sí
341,Seven,Películas,Thriller,Muy alta,Media,Histórica,Película,Sí
342,Robin Hood,Películas,Aventuras,Muy alta,Media,Histórica,Película,Sí
343,El último samurái,Películas,Aventuras,Muy alta,Media,Histórica,Película,Sí
344,Pearl Harbor,Películas,Drama,Muy alta,Difícil,Histórica,Película,Sí
345,Armageddon,Películas,Ciencia ficción,Muy alta,Media,Histórica,Película,Sí
346,Independence Day,Películas,Ciencia ficción,Muy alta,Media,Histórica,Película,Sí
347,Men in Black,Películas,Ciencia ficción,Muy alta,Media,Histórica,Película,Sí
348,Jumanji,Películas,Aventuras,Muy alta,Media,Histórica,Película,Sí
349,La máscara,Películas,Comedia,Muy alta,Media,Histórica,Película,Sí
350,Ace Ventura,Películas,Comedia,Muy alta,Media,Histórica,Película,Sí
351,Dos tontos muy tontos,Películas,Comedia,Muy alta,Media,Histórica,Película,Sí
352,American Pie,Películas,Comedia,Muy alta,Media,Histórica,Película,Sí
353,Scary Movie,Películas,Comedia,Muy alta,Media,Histórica,Película,Sí
354,El diario de Bridget Jones,Películas,Romántica,Muy alta,Media,Histórica,Película,Sí
355,Notting Hill,Películas,Romántica,Muy alta,Media,Histórica,Película,Sí
356,Love Actually,Películas,Romántica,Muy alta,Media,Histórica,Película,Sí
357,Mamma Mia!,Películas,Musical,Muy alta,Media,Histórica,Película,Sí
358,El guardaespaldas,Películas,Romántica,Muy alta,Media,Histórica,Película,Sí
359,Moulin Rouge!,Películas,Musical,Muy alta,Media,Histórica,Película,Sí
360,Chicago,Películas,Musical,Muy alta,Media,Histórica,Película,Sí
361,Karate Kid,Películas,Deportes,Muy alta,Media,Histórica,Película,Sí
362,Million Dollar Baby,Películas,Deportes,Muy alta,Media,Histórica,Película,Sí
363,Space Jam,Películas,Deportes,Muy alta,Media,Histórica,Película,Sí
364,Rambo,Películas,Acción,Muy alta,Media,Histórica,Película,Sí
365,Misión: Imposible,Películas,Acción,Muy alta,Media,Actual,Película,Sí
366,James Bond,Películas,Espionaje,Muy alta,Media,Histórica,Película,Sí
367,Skyfall,Películas,Espionaje,Muy alta,Media,Actual,Película,Sí
368,Kingsman,Películas,Espionaje,Muy alta,Media,Actual,Película,Sí
369,Mad Max,Películas,Acción,Muy alta,Media,Histórica,Película,Sí
370,Dune,Películas,Ciencia ficción,Muy alta,Media,Actual,Película,Sí
371,Alien: el octavo pasajero,Películas,Ciencia ficción,Muy alta,Media,Histórica,Película,Sí
372,Blade Runner,Películas,Ciencia ficción,Muy alta,Media,Histórica,Película,Sí
373,Godzilla,Películas,Ciencia ficción,Muy alta,Media,Histórica,Película,Sí
374,Phil Collins,Música,Cantante,Muy alta,Fácil,Histórica,Persona,Sí
375,George Michael,Música,Cantante,Muy alta,Fácil,Histórica,Persona,Sí
376,Prince,Música,Cantante,Muy alta,Fácil,Histórica,Persona,Sí
377,Whitney Houston,Música,Cantante,Muy alta,Fácil,Histórica,Persona,Sí
378,Céline Dion,Música,Cantante,Muy alta,Fácil,Actual,Persona,Sí
379,Mariah Carey,Música,Cantante,Muy alta,Fácil,Actual,Persona,Sí
380,Tina Turner,Música,Cantante,Muy alta,Fácil,Histórica,Persona,Sí
381,Cher,Música,Cantante,Muy alta,Fácil,Histórica,Persona,Sí
382,Aretha Franklin,Música,Cantante,Muy alta,Fácil,Histórica,Persona,Sí
383,Bob Marley,Música,Cantante,Muy alta,Fácil,Histórica,Persona,Sí
384,Bruce Springsteen,Música,Cantante,Muy alta,Fácil,Histórica,Persona,Sí
385,Johnny Cash,Música,Cantante,Muy alta,Fácil,Histórica,Persona,Sí
386,Frank Sinatra,Música,Cantante,Muy alta,Fácil,Histórica,Persona,Sí
387,Amy Winehouse,Música,Cantante,Muy alta,Fácil,Histórica,Persona,Sí
388,Avril Lavigne,Música,Cantante,Muy alta,Fácil,Histórica,Persona,Sí
389,Christina Aguilera,Música,Cantante,Muy alta,Fácil,Histórica,Persona,Sí
390,Justin Timberlake,Música,Cantante,Muy alta,Fácil,Actual,Persona,Sí
391,Justin Bieber,Música,Cantante,Muy alta,Fácil,Actual,Persona,Sí
392,Ed Sheeran,Música,Cantante,Muy alta,Fácil,Actual,Persona,Sí
393,Bruno Mars,Música,Cantante,Muy alta,Fácil,Actual,Persona,Sí
394,The Weeknd,Música,Cantante,Muy alta,Fácil,Actual,Persona,Sí
395,Miley Cyrus,Música,Cantante,Muy alta,Fácil,Actual,Persona,Sí
396,Billie Eilish,Música,Cantante,Muy alta,Fácil,Actual,Persona,Sí
397,Cyndi Lauper,Música,Cantante,Muy alta,Fácil,Histórica,Persona,Sí
398,Bon Jovi,Música,Grupo musical,Muy alta,Difícil,Histórica,Grupo,Sí
399,Guns N' Roses,Música,Grupo musical,Muy alta,Difícil,Histórica,Grupo,Sí
400,Aerosmith,Música,Grupo musical,Muy alta,Difícil,Histórica,Grupo,Sí
401,Red Hot Chili Peppers,Música,Grupo musical,Muy alta,Difícil,Histórica,Grupo,Sí
402,Green Day,Música,Grupo musical,Muy alta,Difícil,Histórica,Grupo,Sí
403,Linkin Park,Música,Grupo musical,Muy alta,Difícil,Histórica,Grupo,Sí
404,The Police,Música,Grupo musical,Muy alta,Difícil,Histórica,Grupo,Sí
405,Depeche Mode,Música,Grupo musical,Muy alta,Difícil,Histórica,Grupo,Sí
406,Roxette,Música,Grupo musical,Muy alta,Difícil,Histórica,Grupo,Sí
407,Eurythmics,Música,Grupo musical,Muy alta,Difícil,Histórica,Grupo,Sí
408,Boney M.,Música,Grupo musical,Muy alta,Difícil,Histórica,Grupo,Sí
409,Village People,Música,Grupo musical,Muy alta,Difícil,Histórica,Grupo,Sí
410,Dire Straits,Música,Grupo musical,Muy alta,Difícil,Histórica,Grupo,Sí
411,R.E.M.,Música,Grupo musical,Muy alta,Difícil,Histórica,Grupo,Sí
412,The Cranberries,Música,Grupo musical,Muy alta,Difícil,Histórica,Grupo,Sí
413,Nino Bravo,Música,Cantante,Muy alta,Fácil,Histórica,Persona,Sí
414,Camilo Sesto,Música,Cantante,Muy alta,Fácil,Histórica,Persona,Sí
415,Rocío Jurado,Música,Cantante,Muy alta,Fácil,Histórica,Persona,Sí
416,Lola Flores,Música,Cantante,Muy alta,Fácil,Histórica,Persona,Sí
417,Isabel Pantoja,Música,Cantante,Muy alta,Fácil,Actual,Persona,Sí
418,Raphael,Música,Cantante,Muy alta,Fácil,Histórica,Persona,Sí
419,Joan Manuel Serrat,Música,Cantante,Muy alta,Fácil,Histórica,Persona,Sí
420,Joaquín Sabina,Música,Cantante,Muy alta,Fácil,Actual,Persona,Sí
421,Leiva,Música,Cantante,Muy alta,Fácil,Actual,Persona,Sí
422,Melendi,Música,Cantante,Muy alta,Fácil,Actual,Persona,Sí
423,Pablo Alborán,Música,Cantante,Muy alta,Fácil,Actual,Persona,Sí
424,Amaia,Música,Cantante,Muy alta,Fácil,Actual,Persona,Sí
425,Lola Índigo,Música,Cantante,Muy alta,Fácil,Actual,Persona,Sí
426,Quevedo,Música,Cantante,Muy alta,Fácil,Actual,Persona,Sí
427,Bad Gyal,Música,Reguetón,Muy alta,Fácil,Actual,Persona,Sí
428,Zlatan Ibrahimović,Deportes,Futbolista,Muy alta,Fácil,Actual,Persona,Sí
429,David Beckham,Deportes,Futbolista,Muy alta,Fácil,Histórica,Persona,Sí
430,Wayne Rooney,Deportes,Futbolista,Muy alta,Fácil,Histórica,Persona,Sí
431,Luis Figo,Deportes,Futbolista,Muy alta,Fácil,Histórica,Persona,Sí
432,Roberto Carlos,Deportes,Futbolista,Muy alta,Fácil,Histórica,Persona,Sí
433,Raúl González,Deportes,Futbolista,Muy alta,Fácil,Histórica,Persona,Sí
434,Carles Puyol,Deportes,Futbolista,Muy alta,Fácil,Histórica,Persona,Sí
435,Gerard Piqué,Deportes,Futbolista,Muy alta,Fácil,Histórica,Persona,Sí
436,Sergio Busquets,Deportes,Futbolista,Muy alta,Fácil,Histórica,Persona,Sí
437,David Villa,Deportes,Futbolista,Muy alta,Fácil,Histórica,Persona,Sí
438,Luis Suárez,Deportes,Futbolista,Muy alta,Fácil,Actual,Persona,Sí
439,Karim Benzema,Deportes,Futbolista,Muy alta,Fácil,Actual,Persona,Sí
440,Erling Haaland,Deportes,Futbolista,Muy alta,Fácil,Actual,Persona,Sí
441,Vinícius Júnior,Deportes,Futbolista,Muy alta,Fácil,Actual,Persona,Sí
442,Luka Modrić,Deportes,Futbolista,Muy alta,Fácil,Actual,Persona,Sí
443,Alberto Contador,Deportes,Ciclismo,Muy alta,Fácil,Histórica,Persona,Sí
444,Miguel Induráin,Deportes,Ciclismo,Muy alta,Fácil,Histórica,Persona,Sí
445,Carlos Sainz,Deportes,Automovilismo,Muy alta,Fácil,Actual,Persona,Sí
446,Jorge Lorenzo,Deportes,Motociclismo,Muy alta,Fácil,Histórica,Persona,Sí
447,Simone Biles,Deportes,Gimnasia,Muy alta,Fácil,Actual,Persona,Sí
448,Nadia Comăneci,Deportes,Gimnasia,Muy alta,Fácil,Histórica,Persona,Sí
449,Muhammad Ali,Deportes,Boxeo,Muy alta,Fácil,Histórica,Persona,Sí
450,Mike Tyson,Deportes,Boxeo,Muy alta,Fácil,Histórica,Persona,Sí
451,Tour de Francia,Deportes,Ciclismo,Muy alta,Fácil,Histórica,Evento,Sí
452,Dalí,Arte,Pintor,Muy alta,Media,Histórica,Persona,Sí
453,Joan Miró,Arte,Pintor,Muy alta,Media,Histórica,Persona,Sí
454,Diego Velázquez,Arte,Pintor,Muy alta,Media,Histórica,Persona,Sí
455,Francisco de Goya,Arte,Pintor,Muy alta,Media,Histórica,Persona,Sí
456,Andy Warhol,Arte,Artista,Muy alta,Media,Histórica,Persona,Sí
457,Banksy,Arte,Artista,Muy alta,Media,Actual,Persona,Sí
458,Miguel Ángel,Arte,Artista,Muy alta,Media,Histórica,Persona,Sí
459,Venus de Milo,Arte,Escultura,Muy alta,Difícil,Histórica,Obra,Sí
460,Capilla Sixtina,Arte,Arquitectura,Muy alta,Difícil,Histórica,Obra,Sí
461,Alejandro Magno,Historia,Personaje histórico,Muy alta,Difícil,Histórica,Persona,Sí
462,Mahatma Gandhi,Historia,Personaje histórico,Muy alta,Difícil,Histórica,Persona,Sí
463,Martin Luther King,Historia,Activista,Muy alta,Media,Histórica,Persona,Sí
464,Abraham Lincoln,Historia,Presidente,Muy alta,Media,Histórica,Persona,Sí
465,George Washington,Historia,Presidente,Muy alta,Media,Histórica,Persona,Sí
466,Reina Isabel II,Historia,Monarquía,Muy alta,Media,Histórica,Persona,Sí
467,Federico García Lorca,Literatura,Escritor,Muy alta,Difícil,Histórica,Persona,Sí
468,Oscar Wilde,Literatura,Escritor,Muy alta,Difícil,Histórica,Persona,Sí
469,Charles Dickens,Literatura,Escritor,Muy alta,Difícil,Histórica,Persona,Sí
470,Julio Verne,Literatura,Escritor,Muy alta,Difícil,Histórica,Persona,Sí
471,Dan Brown,Literatura,Escritor,Muy alta,Difícil,Actual,Persona,Sí
472,Stephen King,Literatura,Escritor,Muy alta,Difícil,Actual,Persona,Sí
473,Big Ben,Lugares,Monumento,Muy alta,Fácil,Histórica,Lugar,Sí
474,Coliseo de Roma,Lugares,Monumento,Muy alta,Fácil,Histórica,Lugar,Sí
475,Pirámides de Giza,Lugares,Monumento,Muy alta,Fácil,Histórica,Lugar,Sí
476,Machu Picchu,Lugares,Monumento,Muy alta,Fácil,Histórica,Lugar,Sí
477,Cristo Redentor,Lugares,Monumento,Muy alta,Fácil,Histórica,Lugar,Sí
478,Canal de Panamá,Lugares,Infraestructura,Muy alta,Fácil,Histórica,Lugar,Sí
479,Monte Everest,Lugares,Naturaleza,Muy alta,Fácil,Actual,Lugar,Sí
480,Desierto del Sáhara,Lugares,Naturaleza,Muy alta,Fácil,Actual,Lugar,Sí
481,Amazonas,Lugares,Naturaleza,Muy alta,Fácil,Actual,Lugar,Sí
482,Islas Canarias,Lugares,Destino,Muy alta,Fácil,Actual,Lugar,Sí
483,Pokémon Go,Videojuegos,Móvil,Muy alta,Fácil,Actual,Juego,Sí
484,Wii,Videojuegos,Consola,Muy alta,Fácil,Histórica,Consola,Sí
485,Xbox,Videojuegos,Consola,Muy alta,Fácil,Actual,Consola,Sí
486,Nintendo,Videojuegos,Empresa,Muy alta,Fácil,Actual,Marca,Sí
487,Zelda,Videojuegos,Aventura,Muy alta,Fácil,Histórica,Saga,Sí
488,Ferrari,Marcas,Automoción,Muy alta,Fácil,Actual,Marca,Sí
489,Mercedes-Benz,Marcas,Automoción,Muy alta,Fácil,Actual,Marca,Sí
490,Volkswagen,Marcas,Automoción,Muy alta,Fácil,Actual,Marca,Sí
491,Toyota,Marcas,Automoción,Muy alta,Fácil,Actual,Marca,Sí
492,SEAT,Marcas,Automoción,Muy alta,Fácil,Actual,Marca,Sí
493,Renault,Marcas,Automoción,Muy alta,Fácil,Actual,Marca,Sí
494,Burger King,Marcas,Restauración,Muy alta,Fácil,Actual,Marca,Sí
495,Starbucks,Marcas,Restauración,Muy alta,Fácil,Actual,Marca,Sí
496,Pringles,Marcas,Alimentación,Muy alta,Fácil,Actual,Marca,Sí
497,Nutella,Marcas,Alimentación,Muy alta,Fácil,Actual,Marca,Sí
498,Kinder,Marcas,Alimentación,Muy alta,Fácil,Actual,Marca,Sí
499,Nesquik,Marcas,Alimentación,Muy alta,Fácil,Actual,Marca,Sí
500,Colacao,Marcas,Alimentación,Muy alta,Fácil,Actual,Marca,Sí
501,Chupa Chups,Marcas,Alimentación,Muy alta,Fácil,Histórica,Marca,Sí
502,Donuts,Marcas,Alimentación,Muy alta,Fácil,Actual,Marca,Sí
503,Zeus,Mitología,Mitología griega,Muy alta,Media,Histórica,Personaje,Sí
504,Afrodita,Mitología,Mitología griega,Muy alta,Media,Histórica,Personaje,Sí
505,Hércules,Mitología,Mitología griega,Muy alta,Media,Histórica,Personaje,Sí
506,Medusa,Mitología,Mitología griega,Muy alta,Media,Histórica,Personaje,Sí
507,Poseidón,Mitología,Mitología griega,Muy alta,Media,Histórica,Personaje,Sí
508,Hades,Mitología,Mitología griega,Muy alta,Media,Histórica,Personaje,Sí
509,Cupido,Mitología,Mitología romana,Muy alta,Media,Histórica,Personaje,Sí
510,El planeta de los simios,Películas,Ciencia ficción,Muy alta,Media,Histórica,Película,Sí
511,2001: Una odisea del espacio,Películas,Ciencia ficción,Muy alta,Media,Histórica,Película,Sí
512,Encuentros en la tercera fase,Películas,Ciencia ficción,Muy alta,Media,Histórica,Película,Sí
513,El imperio contraataca,Películas,Ciencia ficción,Muy alta,Media,Histórica,Película,Sí
514,El retorno del Jedi,Películas,Ciencia ficción,Muy alta,Media,Histórica,Película,Sí
515,La amenaza fantasma,Películas,Ciencia ficción,Muy alta,Media,Histórica,Película,Sí
516,La venganza de los Sith,Películas,Ciencia ficción,Muy alta,Media,Histórica,Película,Sí
517,Guardianes de la galaxia,Películas,Superhéroes,Muy alta,Media,Actual,Película,Sí
518,Black Panther,Películas,Superhéroes,Muy alta,Media,Actual,Película,Sí
519,Doctor Strange,Películas,Superhéroes,Muy alta,Media,Actual,Película,Sí
520,Capitana Marvel,Películas,Superhéroes,Muy alta,Media,Actual,Película,Sí
521,Deadpool,Películas,Superhéroes,Muy alta,Media,Actual,Película,Sí
522,Logan,Películas,Superhéroes,Muy alta,Media,Actual,Película,Sí
523,X-Men,Películas,Superhéroes,Muy alta,Media,Histórica,Película,Sí
524,Los cuatro fantásticos,Películas,Superhéroes,Muy alta,Media,Histórica,Película,Sí
525,Aquaman,Películas,Superhéroes,Muy alta,Media,Actual,Película,Sí
526,Escuadrón Suicida,Películas,Superhéroes,Muy alta,Media,Actual,Película,Sí
527,West Side Story,Películas,Musical,Muy alta,Media,Histórica,Película,Sí
528,El mago de Oz,Películas,Fantasía,Muy alta,Media,Histórica,Película,Sí
529,Sonrisas y lágrimas,Películas,Musical,Muy alta,Media,Histórica,Película,Sí
530,Cantando bajo la lluvia,Películas,Musical,Muy alta,Media,Histórica,Película,Sí
531,La La Land,Películas,Musical,Muy alta,Media,Actual,Película,Sí
532,El gran showman,Películas,Musical,Muy alta,Media,Actual,Película,Sí
533,Bohemian Rhapsody,Películas,Musical,Muy alta,Media,Actual,Película,Sí
534,Mujeres al borde de un ataque de nervios,Películas,Comedia española,Muy alta,Media,Histórica,Película,Sí
535,¿Qué he hecho yo para merecer esto?,Películas,Comedia española,Muy alta,Media,Histórica,Película,Sí
536,Todo sobre mi madre,Películas,Drama español,Muy alta,Difícil,Histórica,Película,Sí
537,Hable con ella,Películas,Drama español,Muy alta,Difícil,Actual,Película,Sí
538,Tesis,Películas,Thriller español,Muy alta,Media,Histórica,Película,Sí
539,Abre los ojos,Películas,Ciencia ficción española,Muy alta,Media,Histórica,Película,Sí
540,Las brujas de Zugarramurdi,Películas,Comedia española,Muy alta,Media,Actual,Película,Sí
541,Spanish Movie,Películas,Comedia española,Muy alta,Media,Histórica,Película,Sí
542,Primos,Películas,Comedia española,Muy alta,Media,Actual,Película,Sí
543,La comunidad,Películas,Comedia española,Muy alta,Media,Histórica,Película,Sí
544,El día de la bestia,Películas,Comedia española,Muy alta,Media,Histórica,Película,Sí
545,Los santos inocentes,Películas,Drama español,Muy alta,Difícil,Histórica,Película,Sí
546,La lengua de las mariposas,Películas,Drama español,Muy alta,Difícil,Histórica,Película,Sí
547,Perdidos,Series,Misterio,Muy alta,Media,Clásica,Serie,Sí
548,Los Soprano,Series,Drama,Muy alta,Difícil,Histórica,Serie,Sí
549,Better Call Saul,Series,Drama,Muy alta,Difícil,Actual,Serie,Sí
550,Sherlock,Series,Misterio,Muy alta,Media,Histórica,Serie,Sí
551,Downton Abbey,Series,Drama,Muy alta,Difícil,Histórica,Serie,Sí
552,Chernóbil,Series,Drama histórico,Muy alta,Difícil,Actual,Serie,Sí
553,El juego del calamar,Series,Thriller,Muy alta,Media,Actual,Serie,Sí
554,Miércoles,Series,Fantasía,Muy alta,Media,Actual,Serie,Sí
555,Cobra Kai,Series,Artes marciales,Muy alta,Media,Actual,Serie,Sí
556,La última de nosotros,Series,Ciencia ficción,Muy alta,Media,Actual,Serie,Sí
557,Loki,Series,Superhéroes,Muy alta,Media,Actual,Serie,Sí
558,WandaVision,Series,Superhéroes,Muy alta,Media,Actual,Serie,Sí
559,Daredevil,Series,Superhéroes,Muy alta,Media,Histórica,Serie,Sí
560,Cómo conocí a vuestra madre,Series,Comedia,Muy alta,Media,Histórica,Serie,Sí
561,Dos hombres y medio,Series,Comedia,Muy alta,Media,Histórica,Serie,Sí
562,Brooklyn Nine-Nine,Series,Comedia,Muy alta,Media,Actual,Serie,Sí
563,Ana y los 7,Series,Comedia española,Muy alta,Media,Histórica,Serie,Sí
564,Amar en tiempos revueltos,Series,Drama español,Muy alta,Difícil,Actual,Serie,Sí
565,El secreto de Puente Viejo,Series,Drama español,Muy alta,Difícil,Actual,Serie,Sí
566,Velvet,Series,Drama español,Muy alta,Difícil,Actual,Serie,Sí
567,La catedral del mar,Series,Drama histórico español,Muy alta,Difícil,Actual,Serie,Sí
568,El tiempo entre costuras,Series,Drama histórico español,Muy alta,Difícil,Actual,Serie,Sí
569,Estoy vivo,Series,Ciencia ficción española,Muy alta,Media,Actual,Serie,Sí
570,El pueblo,Series,Comedia española,Muy alta,Media,Actual,Serie,Sí
571,El pato Donald,Personajes,Animación,Muy alta,Fácil,Histórica,Personaje,Sí
572,Minnie Mouse,Personajes,Animación,Muy alta,Fácil,Histórica,Personaje,Sí
573,Pluto,Personajes,Animación,Muy alta,Fácil,Histórica,Personaje,Sí
574,Olivia,Personajes,Cómic,Muy alta,Fácil,Histórica,Personaje,Sí
575,Betty Boop,Personajes,Animación,Muy alta,Fácil,Histórica,Personaje,Sí
576,La Pantera Rosa,Personajes,Animación,Muy alta,Fácil,Histórica,Personaje,Sí
577,Wally,Personajes,Literatura infantil,Muy alta,Fácil,Histórica,Personaje,Sí
578,Vilma Picapiedra,Personajes,Animación,Muy alta,Fácil,Histórica,Personaje,Sí
579,Pedro Picapiedra,Personajes,Animación,Muy alta,Fácil,Histórica,Personaje,Sí
580,Tiburón,Películas,Thriller,Muy alta,Media,Histórica,Película,Sí
581,E.T. el extraterrestre,Películas,Ciencia ficción,Muy alta,Media,Histórica,Película,Sí
582,Wall-E,Películas,Animación,Muy alta,Media,Histórica,Película,Sí
583,Enredados,Películas,Animación,Muy alta,Media,Actual,Película,Sí
584,El libro de la selva,Películas,Animación,Muy alta,Media,Histórica,Película,Sí
585,Alicia en el País de las Maravillas,Películas,Animación,Muy alta,Media,Histórica,Película,Sí
586,Blancanieves y los siete enanitos,Películas,Animación,Muy alta,Media,Histórica,Película,Sí
587,Tarzán,Películas,Animación,Muy alta,Media,Histórica,Película,Sí
588,Pesadilla antes de Navidad,Películas,Animación,Muy alta,Media,Histórica,Película,Sí
589,Eduardo Manostijeras,Películas,Fantasía,Muy alta,Media,Histórica,Película,Sí
590,Charlie y la fábrica de chocolate,Películas,Fantasía,Muy alta,Media,Histórica,Película,Sí
591,El Hobbit,Películas,Fantasía,Muy alta,Media,Histórica,Película,Sí
592,Las crónicas de Narnia,Películas,Fantasía,Muy alta,Media,Histórica,Película,Sí
593,King Kong,Películas,Aventura,Muy alta,Media,Histórica,Película,Sí
594,Los cazafantasmas,Películas,Comedia,Muy alta,Media,Histórica,Película,Sí
595,La jungla de cristal,Películas,Acción,Muy alta,Media,Histórica,Película,Sí
596,Origen,Películas,Ciencia ficción,Muy alta,Media,Actual,Película,Sí
597,El quinto elemento,Películas,Ciencia ficción,Muy alta,Media,Histórica,Película,Sí
598,Men in Black: Hombres de negro,Películas,Ciencia ficción,Muy alta,Media,Histórica,Película,Sí
599,Robocop,Películas,Ciencia ficción,Muy alta,Media,Histórica,Película,Sí
600,Gremlins,Películas,Comedia,Muy alta,Media,Histórica,Película,Sí
601,Beetlejuice,Películas,Comedia,Muy alta,Media,Histórica,Película,Sí
602,La princesa prometida,Películas,Aventura,Muy alta,Media,Histórica,Película,Sí
603,Cuando Harry encontró a Sally,Películas,Romance,Muy alta,Media,Histórica,Película,Sí
604,El diario de Noa,Películas,Romance,Muy alta,Media,Histórica,Película,Sí
605,Tres metros sobre el cielo,Películas,Romance,Muy alta,Media,Actual,Película,Sí
606,Ocho apellidos vascos,Películas,Comedia española,Muy alta,Media,Actual,Película,Sí
